I	At1	At2	Class
1077	0.127	1.22	-1.0
5291	1.64	1.12	1.0
1574	1.09	-1.24	1.0
2547	0.6459999999999999	1.23	-1.0
5282	-0.9740000000000001	0.511	1.0
4638	0.0725	0.596	1.0
3808	-0.9009999999999999	-1.68	-1.0
1526	-0.46799999999999997	-0.20600000000000002	1.0
4058	-0.415	0.46299999999999997	1.0
146	1.77	1.35	1.0
1739	0.856	-1.11	1.0
1141	1.78	1.35	1.0
4008	0.8029999999999999	0.349	-1.0
4188	0.431	-1.46	-1.0
149	0.309	-0.175	1.0
2662	1.09	-0.5379999999999999	1.0
4232	0.364	-0.26899999999999996	1.0
4827	-0.337	1.66	-1.0
1962	-1.42	0.728	-1.0
993	0.0296	1.2	-1.0
4756	-1.36	0.976	-1.0
3565	0.0886	-0.8440000000000001	-1.0
4613	0.825	-1.28	1.0
1324	0.904	0.195	-1.0
584	-1.18	-0.758	1.0
4449	0.121	0.21899999999999997	1.0
4783	-0.10099999999999999	-0.122	1.0
3864	0.675	0.8859999999999999	-1.0
1779	-0.215	0.5489999999999999	1.0
5009	-2.03	0.359	-1.0
4987	0.67	1.15	-1.0
2279	0.44	1.16	-1.0
2382	0.17300000000000001	-0.428	1.0
1305	1.24	0.00235	-1.0
568	-0.779	-1.14	-1.0
245	1.23	-0.615	1.0
4839	0.504	0.0752	-1.0
2038	0.364	1.98	1.0
69	1.09	-1.37	1.0
3548	-1.19	-0.976	-1.0
603	-0.606	-0.997	-1.0
4577	0.669	0.98	-1.0
3265	0.325	0.213	1.0
2091	-0.5660000000000001	-0.563	1.0
1629	1.59	-0.37799999999999995	-1.0
3454	-0.835	0.6709999999999999	-1.0
2842	-2.98	-0.16	-1.0
1479	-0.12300000000000001	1.86	-1.0
5081	0.897	1.07	-1.0
987	0.6829999999999999	-0.0347	1.0
4771	0.0285	1.72	1.0
381	1.06	0.266	-1.0
1689	-0.13699999999999998	-1.39	-1.0
1812	0.7959999999999999	0.423	1.0
973	1.16	1.05	-1.0
1940	1.21	-1.77	1.0
1456	1.44	1.38	1.0
1328	0.371	-0.589	1.0
4386	0.915	1.15	-1.0
159	2.35	1.21	1.0
2225	-1.43	1.25	-1.0
745	0.8079999999999999	-0.831	1.0
3402	0.40299999999999997	0.0297	1.0
2195	-1.51	-0.276	1.0
1495	-0.19	0.168	1.0
1483	-0.0373	-1.32	-1.0
2273	-1.04	-1.24	-1.0
4121	-1.34	0.54	-1.0
550	-0.40399999999999997	0.17800000000000002	1.0
3215	0.408	0.0179	1.0
4349	1.59	-0.111	-1.0
3888	-1.22	-0.107	1.0
5075	-0.7290000000000001	1.37	-1.0
1149	-1.12	-1.39	-1.0
3686	-1.86	-1.3	1.0
5161	0.226	-1.38	-1.0
4914	-1.45	-1.25	1.0
2101	0.88	0.275	-1.0
1621	-0.514	-1.07	-1.0
4130	-1.47	-0.8170000000000001	1.0
3459	-0.145	0.47100000000000003	1.0
5128	1.43	-1.21	1.0
2926	0.0971	1.58	1.0
2968	-0.621	0.425	1.0
3577	-0.499	-0.24100000000000002	1.0
2498	1.29	-0.499	-1.0
3254	1.35	0.47200000000000003	-1.0
3091	-1.44	-0.775	1.0
2979	-0.0203	-1.42	-1.0
1625	0.986	0.843	-1.0
2782	1.89	-0.243	-1.0
2824	-0.00835	1.76	-1.0
857	0.8540000000000001	-0.8270000000000001	1.0
4412	-1.6	-1.32	1.0
3911	1.16	-0.254	-1.0
3601	-0.767	-1.3	-1.0
4702	-2.03	-1.23	1.0
984	0.14400000000000002	1.56	-1.0
3005	0.15	0.442	1.0
197	1.08	0.6829999999999999	-1.0
3044	-0.243	1.76	1.0
3359	-0.24600000000000002	-0.7390000000000001	-1.0
4278	-0.648	-0.713	1.0
5053	1.33	1.43	1.0
4179	1.22	0.325	-1.0
2415	-0.192	1.04	-1.0
2583	2.04	-0.462	-1.0
2037	0.81	1.93	-1.0
4335	1.88	-1.13	-1.0
1361	-0.878	-1.16	-1.0
61	-0.35200000000000004	-0.49	1.0
2152	0.6459999999999999	-0.932	1.0
3676	1.21	-0.774	1.0
2412	-0.434	1.98	-1.0
4826	0.8220000000000001	0.501	-1.0
4567	0.8390000000000001	-1.15	1.0
1017	0.16699999999999998	0.87	-1.0
2372	-1.49	-0.498	1.0
979	0.322	1.68	1.0
5272	0.0343	-1.18	-1.0
1247	-1.51	-0.593	1.0
4740	1.71	1.17	1.0
485	0.0486	-0.389	1.0
831	-0.618	-1.2	-1.0
4254	-0.561	-0.787	1.0
5215	-0.171	0.0105	1.0
240	1.23	-0.0582	1.0
1917	0.20199999999999999	-1.17	-1.0
3014	-0.679	0.536	1.0
645	-1.16	0.381	-1.0
811	0.218	-0.368	1.0
3123	0.932	0.501	-1.0
3802	0.8190000000000001	0.546	-1.0
4658	-1.46	0.657	-1.0
4445	1.45	0.16899999999999998	-1.0
4485	-0.6679999999999999	0.919	-1.0
832	0.713	1.02	-1.0
834	1.47	1.21	1.0
5276	1.29	0.152	-1.0
4569	0.603	-1.0	-1.0
134	0.706	1.38	1.0
463	0.275	-0.987	-1.0
828	-0.0895	1.65	1.0
3027	-1.01	-1.65	-1.0
2722	-0.0267	-1.09	-1.0
2303	0.716	0.48700000000000004	-1.0
4724	1.13	1.07	-1.0
1421	-0.8320000000000001	-1.33	-1.0
3561	-0.9179999999999999	1.44	-1.0
4269	-0.48700000000000004	-0.797	-1.0
4691	-0.532	0.18100000000000002	1.0
237	-1.19	0.309	-1.0
1253	-0.61	0.008879999999999999	1.0
4627	-0.852	-0.298	1.0
4578	-1.2	-0.826	1.0
1330	-0.27	-1.28	-1.0
3843	-0.882	-0.726	-1.0
2532	-0.5660000000000001	-1.62	-1.0
475	0.805	-0.237	1.0
4957	-0.855	-1.05	-1.0
1870	0.5760000000000001	-0.342	1.0
1838	0.42700000000000005	1.77	1.0
802	0.59	-0.7959999999999999	1.0
1314	1.89	1.1	1.0
3908	-0.961	0.755	-1.0
4692	0.7040000000000001	-0.91	1.0
5017	-1.41	1.09	-1.0
453	0.685	1.69	-1.0
2742	1.3	-1.28	1.0
1300	0.524	-0.648	1.0
5050	0.44	0.9	-1.0
2332	0.154	0.629	1.0
4219	0.9990000000000001	-1.12	1.0
887	-1.26	-0.29600000000000004	1.0
1888	-0.223	1.04	-1.0
4124	0.129	-0.889	-1.0
3938	-0.764	0.218	1.0
2916	2.05	-0.105	-1.0
330	0.6609999999999999	1.69	-1.0
4693	-0.301	1.82	1.0
1255	0.935	0.556	-1.0
4781	-0.183	1.15	-1.0
2272	0.759	0.0328	1.0
2452	-1.28	-1.07	1.0
3999	0.9740000000000001	0.877	-1.0
4999	-1.12	0.494	-1.0
523	-0.7040000000000001	-0.802	-1.0
556	-0.0242	-0.659	1.0
4790	0.327	0.17	1.0
5241	1.3	0.175	-1.0
5057	1.11	0.375	-1.0
2633	0.83	0.6920000000000001	-1.0
3570	-0.44	0.298	1.0
4388	1.28	0.373	-1.0
2197	1.19	-1.25	1.0
1852	-1.18	0.732	-1.0
71	-0.0341	-1.07	-1.0
4573	0.9	-1.36	1.0
3988	1.24	0.441	-1.0
4711	-0.451	1.72	-1.0
4110	-1.28	-0.259	1.0
2970	1.85	-0.377	-1.0
3853	-0.47100000000000003	-0.919	-1.0
2885	0.9209999999999999	1.12	1.0
2717	-0.762	-1.11	-1.0
1691	-0.496	1.03	-1.0
3581	-0.436	1.45	-1.0
4706	0.97	1.15	-1.0
1929	-1.67	-0.212	1.0
4572	1.09	-1.12	1.0
1441	-1.07	-0.616	1.0
444	-0.00264	-1.02	-1.0
4661	0.541	1.41	-1.0
3633	-0.0686	1.72	-1.0
2794	0.0745	-0.607	1.0
2236	-1.68	-0.528	1.0
962	-0.124	-1.27	-1.0
401	-0.298	-1.26	-1.0
5223	1.17	0.446	-1.0
4560	-0.672	-0.0414	1.0
1653	1.45	-0.507	-1.0
5014	0.233	-0.275	1.0
2966	-1.12	-0.297	1.0
3556	0.185	0.617	-1.0
224	1.42	-0.32	1.0
3145	-0.6509999999999999	-0.159	1.0
2663	-0.39899999999999997	1.3	-1.0
3576	2.62	1.12	1.0
3598	-0.23600000000000002	1.44	-1.0
3551	-0.9109999999999999	-0.9079999999999999	-1.0
1424	-0.755	-1.09	-1.0
4611	-1.94	-1.61	1.0
4372	0.591	-0.42700000000000005	1.0
4340	0.426	0.19399999999999998	1.0
835	-1.97	-0.674	1.0
300	-1.75	0.722	-1.0
3795	-1.12	0.589	1.0
2636	-0.106	0.552	1.0
5068	-2.25	-1.96	1.0
4763	-1.24	-0.49700000000000005	1.0
808	0.165	-0.405	1.0
1516	-0.34700000000000003	-0.556	1.0
3659	0.71	1.7	1.0
1450	-0.9209999999999999	-1.19	-1.0
1778	0.7140000000000001	-1.08	1.0
1617	-1.82	0.904	-1.0
789	-1.57	0.9420000000000001	-1.0
4198	0.405	-1.2	-1.0
3857	0.183	-1.16	-1.0
2428	-0.878	0.659	-1.0
4307	-0.135	-1.1	-1.0
2897	0.67	0.784	-1.0
4978	-1.37	-0.205	1.0
46	-1.41	0.894	-1.0
4586	0.29	-0.515	1.0
1622	-0.325	-1.32	-1.0
4873	-0.165	-0.6970000000000001	-1.0
4757	0.99	0.7709999999999999	-1.0
5286	-1.62	0.46799999999999997	-1.0
896	-0.366	-0.882	-1.0
4685	-0.177	-1.45	-1.0
4813	0.612	1.8	1.0
2730	-1.07	-0.456	1.0
2753	0.34299999999999997	-1.14	-1.0
3204	0.325	-0.0325	1.0
2705	0.45	1.6	-1.0
4748	0.142	-0.698	1.0
4731	-0.184	-0.7509999999999999	1.0
609	1.07	-0.0433	-1.0
1225	-0.42100000000000004	-0.731	-1.0
68	1.33	1.51	1.0
1824	-0.821	-1.44	-1.0
2444	-0.687	1.01	-1.0
4609	-0.897	-1.04	-1.0
2473	0.867	-1.19	1.0
1026	1.18	-0.0513	-1.0
66	-0.0314	-1.01	-1.0
2036	-0.715	0.0859	1.0
670	0.775	0.0171	1.0
4392	-0.665	0.35700000000000004	1.0
622	0.0744	1.04	-1.0
421	-0.5329999999999999	-0.402	1.0
2530	0.883	-1.0	1.0
3662	1.57	0.483	-1.0
2990	-1.51	0.384	-1.0
3416	-0.8740000000000001	0.7190000000000001	1.0
2679	0.985	1.16	-1.0
1385	-0.0017	0.282	1.0
1601	-0.439	-0.884	1.0
2560	-0.0006889999999999999	2.0	1.0
4917	1.72	0.0291	-1.0
4424	-0.736	-1.14	-1.0
885	-0.32299999999999995	-0.264	1.0
2205	-0.951	-1.3	-1.0
2028	0.45799999999999996	-0.7090000000000001	1.0
1329	1.11	0.0482	-1.0
5242	1.64	1.46	1.0
3247	2.34	1.16	1.0
3383	-0.508	-1.7	-1.0
4018	-0.23	2.0	1.0
3971	-1.14	1.08	-1.0
267	0.909	0.11800000000000001	-1.0
5207	1.2	-1.65	1.0
1725	0.483	-1.23	-1.0
2646	2.14	-0.45299999999999996	-1.0
1970	0.35700000000000004	0.647	-1.0
395	0.99	-0.0762	1.0
4545	-1.69	-1.14	1.0
5018	0.0489	-1.36	-1.0
3699	-0.254	-1.27	-1.0
283	-1.24	1.0	-1.0
3267	0.479	1.48	-1.0
3133	-1.66	0.835	-1.0
2593	-0.973	0.7120000000000001	-1.0
2501	1.06	0.9129999999999999	-1.0
3670	1.02	0.976	-1.0
2343	-1.01	-0.155	1.0
3523	-1.32	0.516	1.0
1000	-0.502	-1.04	-1.0
518	0.52	1.21	-1.0
2608	-1.83	-0.9640000000000001	1.0
2492	-0.625	1.65	-1.0
865	-0.237	-1.4	-1.0
1764	1.29	-1.19	1.0
2221	-0.147	1.85	-1.0
3106	-1.8	-1.62	1.0
1999	-0.0107	-0.96	-1.0
2471	-2.06	-1.23	1.0
1114	-0.8240000000000001	0.858	-1.0
5069	-0.7490000000000001	0.0101	1.0
2397	0.341	-1.43	-1.0
4833	-1.87	-1.32	1.0
639	-1.23	-0.336	1.0
1763	0.268	1.14	-1.0
5169	-1.63	-1.32	1.0
2176	-0.486	-0.887	-1.0
488	1.21	1.28	-1.0
0	1.14	-0.114	-1.0
508	-0.672	0.6829999999999999	1.0
3953	1.12	1.14	-1.0
5221	0.0574	-0.134	1.0
2335	-1.5	-0.8290000000000001	1.0
997	0.0598	-1.26	-1.0
5192	1.98	-0.0252	-1.0
1293	1.31	1.07	-1.0
3790	-1.52	-0.368	1.0
2619	-0.515	0.625	1.0
2123	-1.61	-0.39	1.0
5287	-0.843	-1.08	-1.0
1387	0.14300000000000002	-1.56	-1.0
3557	-1.96	-0.9420000000000001	1.0
5210	-0.607	-1.6	-1.0
4407	-1.3	0.6509999999999999	1.0
4915	-1.32	0.995	-1.0
1566	-1.84	-1.23	1.0
3154	-0.431	1.21	-1.0
2780	0.196	-1.71	-1.0
3082	0.68	0.7390000000000001	-1.0
2634	0.34700000000000003	-0.242	1.0
989	-2.05	-1.4	1.0
270	-0.7859999999999999	-1.33	-1.0
3965	0.875	-1.47	1.0
1969	-0.843	-1.14	-1.0
1181	-0.0767	0.000168	1.0
1627	-1.32	0.907	-1.0
4648	-0.192	0.7909999999999999	1.0
4935	-1.84	-1.64	1.0
2992	0.245	-0.6809999999999999	-1.0
434	-1.52	0.934	-1.0
728	-0.10800000000000001	-1.3	-1.0
4429	-0.11800000000000001	-1.26	-1.0
3034	-1.45	-0.0697	1.0
4089	-0.639	0.68	1.0
4588	-1.1	0.419	1.0
1548	0.35	0.889	-1.0
3657	1.08	0.72	-1.0
98	-0.209	0.345	1.0
2163	-0.838	-1.17	-1.0
1434	-2.56	-0.0784	-1.0
2304	0.0337	-1.13	-1.0
2019	-0.9740000000000001	-1.43	-1.0
2322	0.912	2.1	-1.0
4597	-0.0776	-1.35	-1.0
3660	0.0243	-0.7190000000000001	-1.0
4924	-0.105	-0.442	1.0
361	-0.983	1.06	-1.0
85	-0.308	2.19	1.0
840	-1.68	-0.51	1.0
3188	-1.39	-0.474	1.0
2215	-0.951	-1.33	-1.0
3428	0.9279999999999999	-0.102	1.0
5076	0.11199999999999999	0.0285	1.0
888	0.8740000000000001	-1.41	1.0
2348	-1.8	-1.26	1.0
5098	0.8540000000000001	-0.537	1.0
2181	-0.705	0.129	1.0
4528	0.5379999999999999	1.38	-1.0
4284	1.34	-0.632	1.0
535	1.11	-0.106	-1.0
1196	1.68	-0.293	-1.0
3680	0.8320000000000001	1.33	-1.0
1429	-0.278	-0.815	1.0
1851	-0.307	0.938	-1.0
1445	1.04	-1.13	1.0
570	2.43	1.39	1.0
288	-0.619	-0.748	-1.0
3340	1.14	-0.28600000000000003	1.0
5041	1.46	-0.91	1.0
2309	0.0319	1.39	-1.0
4656	1.71	-0.424	-1.0
1958	0.175	0.652	1.0
105	1.22	0.561	-1.0
804	0.7959999999999999	0.429	1.0
1631	-0.914	-0.919	-1.0
2092	-0.973	0.495	1.0
3484	-0.96	1.34	-1.0
4795	1.63	0.0545	-1.0
5047	0.369	0.49	1.0
1348	1.02	0.508	-1.0
2469	-1.12	-1.2	-1.0
2472	0.785	0.158	1.0
3515	-0.18600000000000003	-0.0925	1.0
614	-0.198	1.67	1.0
1015	1.87	1.19	1.0
28	0.925	0.895	-1.0
3533	1.19	0.812	-1.0
737	0.272	1.82	1.0
3993	-0.539	0.292	1.0
1570	-1.31	0.46299999999999997	-1.0
2072	0.6779999999999999	0.335	-1.0
2520	-1.01	1.21	-1.0
53	0.522	1.46	-1.0
4025	-0.479	0.91	-1.0
515	-0.7390000000000001	0.578	1.0
4789	-1.53	-1.01	1.0
4346	-1.55	-0.61	1.0
2029	-1.26	-0.912	-1.0
123	-1.79	-0.98	1.0
794	0.0154	-1.41	-1.0
4271	-0.0744	-0.46299999999999997	1.0
2533	-1.25	-1.14	1.0
879	0.345	-0.8909999999999999	-1.0
3789	-1.72	0.142	1.0
4722	0.00854	1.31	-1.0
5248	2.48	1.21	1.0
1315	0.284	2.31	-1.0
4027	-1.74	0.36700000000000005	-1.0
4676	-0.88	0.40700000000000003	1.0
1368	-0.568	-1.36	-1.0
229	-1.03	-1.09	-1.0
4997	0.318	1.4	-1.0
3692	0.445	-1.38	-1.0
2291	-0.765	-1.13	-1.0
1144	0.973	0.457	-1.0
2546	1.06	0.763	-1.0
663	1.41	0.83	-1.0
1477	-0.547	1.71	-1.0
4948	-0.539	1.41	-1.0
2969	-0.537	-0.223	1.0
2875	-1.35	-0.688	1.0
2793	-1.53	-1.72	1.0
4493	0.5870000000000001	0.0331	1.0
1262	0.275	-0.20199999999999999	1.0
5227	-0.973	-0.047	1.0
1634	0.866	1.14	-1.0
3701	-0.311	-1.07	-1.0
4921	1.12	-0.659	1.0
897	1.45	-1.78	1.0
5097	0.48	-1.1	-1.0
4294	-0.529	0.365	1.0
2012	-1.26	-0.515	1.0
1678	-1.5	-1.14	1.0
1716	1.38	-1.02	1.0
3721	0.306	-1.13	-1.0
1165	1.22	-0.0466	-1.0
4065	-0.21100000000000002	-0.637	-1.0
3434	-0.0839	1.0	1.0
2431	-0.9940000000000001	0.192	1.0
3976	-0.262	1.71	1.0
1312	1.44	-1.52	1.0
2854	-2.14	-1.59	1.0
2064	-0.807	1.12	-1.0
2004	0.0909	-1.39	-1.0
517	0.5920000000000001	0.973	-1.0
2616	1.7	0.157	-1.0
3780	-0.711	0.465	1.0
2175	1.08	-1.02	1.0
3584	-1.23	-1.3	1.0
4860	-0.634	-1.15	-1.0
4989	1.22	1.35	-1.0
1354	1.5	0.637	-1.0
4071	0.655	1.72	1.0
5094	1.9	1.27	1.0
3773	0.924	0.701	-1.0
4286	-1.21	-1.22	-1.0
2255	-0.8	-1.38	-1.0
3746	0.326	0.00626	1.0
3643	0.643	-0.40299999999999997	1.0
2329	0.569	-0.5379999999999999	1.0
206	-0.89	-1.17	-1.0
4717	0.273	1.68	-1.0
2882	-0.9279999999999999	1.55	-1.0
3508	-0.845	-0.0025800000000000003	1.0
5216	-1.63	0.524	-1.0
2485	-0.14400000000000002	-1.03	-1.0
1004	-0.155	1.29	-1.0
3792	1.38	-0.645	1.0
246	1.9	-0.0565	-1.0
3171	0.7070000000000001	0.948	-1.0
613	-1.25	-1.28	-1.0
2986	-0.008159999999999999	-1.38	-1.0
2755	2.2	0.935	1.0
4607	-0.076	-1.12	-1.0
779	-0.264	-0.768	1.0
1392	0.0052	0.24	1.0
1215	-1.21	0.488	-1.0
1922	1.05	0.409	-1.0
2700	1.23	2.19	-1.0
3356	0.46299999999999997	-1.28	-1.0
1447	-0.528	0.953	1.0
1304	1.29	1.07	-1.0
4069	-0.897	-0.972	-1.0
4985	0.5720000000000001	-1.24	-1.0
2689	-0.879	-0.975	-1.0
4468	0.155	1.88	-1.0
2965	-0.489	-1.13	-1.0
3608	-1.14	0.0337	1.0
4237	0.629	-0.617	1.0
4161	0.355	-0.222	1.0
2670	-0.48700000000000004	-1.13	-1.0
1686	1.04	0.285	-1.0
782	-0.0338	1.52	-1.0
4233	-1.11	0.308	1.0
3892	-0.6829999999999999	0.139	1.0
3316	-0.45899999999999996	-1.11	-1.0
1208	-0.903	-0.0822	1.0
1066	0.685	2.2	-1.0
2305	-0.43200000000000005	-1.34	-1.0
4641	-0.452	-1.22	-1.0
2324	0.20800000000000002	-1.21	-1.0
4753	1.28	1.35	1.0
418	-0.113	-0.19699999999999998	1.0
214	0.9159999999999999	0.14400000000000002	1.0
92	-0.519	-0.799	-1.0
4828	-0.9570000000000001	0.039	1.0
3740	1.1	-0.313	1.0
4245	-0.0192	-1.03	-1.0
2974	1.28	-0.588	-1.0
82	0.888	0.8170000000000001	-1.0
4234	-0.42100000000000004	-1.09	-1.0
3068	0.677	0.9640000000000001	-1.0
878	0.191	1.72	-1.0
223	1.06	-0.69	1.0
2749	0.971	0.64	-1.0
447	0.54	-1.26	-1.0
922	-0.0618	0.358	1.0
3747	0.27899999999999997	0.149	1.0
1880	1.31	-0.36	1.0
4972	-1.57	-0.205	1.0
3928	0.484	-0.42700000000000005	1.0
2798	1.08	1.03	-1.0
2131	0.499	-1.17	-1.0
3644	-0.877	-1.08	-1.0
5144	-1.4	0.475	-1.0
3479	0.785	-0.601	1.0
747	1.39	0.262	-1.0
4530	-0.391	1.32	-1.0
4901	0.196	1.27	-1.0
4931	0.501	0.0553	1.0
1451	-1.78	-1.58	1.0
2388	0.995	0.131	1.0
1767	0.387	1.59	1.0
708	0.308	0.9329999999999999	-1.0
2877	0.409	0.212	1.0
596	0.987	0.858	-1.0
3846	0.009	0.9279999999999999	1.0
1990	1.27	0.0842	-1.0
362	-0.20600000000000002	-0.474	1.0
110	-1.12	0.5760000000000001	-1.0
2367	-0.467	1.3	-1.0
3599	1.24	-0.687	1.0
2766	1.2	0.361	-1.0
2777	-1.14	0.915	-1.0
3536	-1.31	-0.627	1.0
582	0.373	1.48	-1.0
1600	-0.016	-1.26	-1.0
2207	1.14	0.14800000000000002	-1.0
3173	-0.316	0.177	1.0
3162	-0.847	-0.213	1.0
4196	-0.295	-1.27	-1.0
4725	-1.1	0.737	-1.0
1202	-1.15	0.7709999999999999	-1.0
2802	1.29	-0.12	-1.0
3317	1.66	0.239	-1.0
2405	0.899	1.4	1.0
372	0.5529999999999999	1.54	-1.0
752	0.802	0.133	-1.0
3057	-1.37	0.15	1.0
5277	-0.851	0.18899999999999997	1.0
3942	-0.0845	1.15	-1.0
3281	-0.588	-1.35	-1.0
2893	-0.659	-1.27	-1.0
774	-0.49700000000000005	1.07	-1.0
1628	1.33	1.7	1.0
1672	-0.21600000000000003	-1.38	-1.0
3411	1.37	-0.8	1.0
4996	0.981	0.0921	-1.0
821	-0.862	-0.0613	1.0
1047	0.0329	1.88	-1.0
3480	1.8	0.757	-1.0
3594	1.22	1.04	-1.0
3050	1.18	-0.917	1.0
1020	-0.7859999999999999	-1.02	-1.0
2141	-2.01	0.439	-1.0
77	-0.32299999999999995	-0.213	1.0
4561	0.606	-0.877	-1.0
4565	0.966	-0.19899999999999998	1.0
3719	1.35	-1.51	1.0
3098	0.196	-0.779	-1.0
505	-1.35	0.424	1.0
430	-0.268	-1.26	-1.0
3717	0.276	-0.218	1.0
242	-0.723	0.633	-1.0
3634	-0.102	-1.31	-1.0
19	0.444	1.99	-1.0
5066	-0.521	0.726	1.0
4959	-1.88	-0.9790000000000001	1.0
1068	-0.615	-1.36	-1.0
2650	-0.135	0.136	1.0
366	0.32799999999999996	1.71	1.0
3017	-0.128	-1.14	-1.0
1942	-0.67	1.22	-1.0
1176	-0.7909999999999999	-1.43	-1.0
5037	1.38	0.7490000000000001	-1.0
1684	0.885	-0.37200000000000005	1.0
179	1.86	1.14	1.0
2385	-0.768	-0.0166	1.0
201	1.64	0.0477	-1.0
3290	1.05	-0.23	-1.0
213	-1.54	0.685	-1.0
171	-0.584	1.01	-1.0
4564	0.425	-1.21	-1.0
1825	-0.21100000000000002	-0.33399999999999996	1.0
368	-1.24	-0.35200000000000004	1.0
1289	0.431	0.266	-1.0
81	0.812	0.708	-1.0
2921	0.484	1.04	-1.0
1989	-0.341	1.55	-1.0
588	0.652	-0.6459999999999999	1.0
3185	-0.153	-1.15	-1.0
1356	-0.8270000000000001	-0.757	-1.0
5058	-1.46	-0.298	1.0
3653	-0.33	0.301	1.0
5205	0.384	2.15	-1.0
2488	0.893	0.691	-1.0
2571	0.13	-0.469	1.0
1425	-0.83	0.993	-1.0
908	-0.609	-0.917	-1.0
1105	0.235	-1.05	-1.0
4291	-1.57	-0.561	1.0
296	-1.59	-1.0	1.0
4800	1.16	0.151	1.0
1249	-1.8	0.529	-1.0
5224	0.647	0.317	-1.0
3194	-1.5	-1.22	1.0
1669	0.44	0.24600000000000002	1.0
4354	1.74	0.195	-1.0
3169	-0.425	0.996	1.0
4285	-0.0261	-1.38	-1.0
5164	-1.76	-1.17	1.0
4995	0.648	1.41	-1.0
4678	1.86	-0.213	-1.0
1830	0.833	-0.0565	1.0
3672	-0.451	1.7	-1.0
634	-1.73	0.87	-1.0
5051	-1.59	-1.36	1.0
2227	0.29600000000000004	1.51	-1.0
3977	-1.2	-1.4	-1.0
3596	-0.784	-0.00647	1.0
2219	-1.29	1.52	-1.0
217	-0.877	-0.401	1.0
97	-0.0583	-1.15	-1.0
876	1.21	0.642	-1.0
187	-0.52	-1.17	-1.0
1012	-1.26	-1.01	1.0
4623	0.28300000000000003	0.39399999999999996	1.0
3492	0.675	0.667	-1.0
1704	-0.384	-1.08	-1.0
4644	0.303	-0.94	-1.0
4634	-0.214	-0.235	1.0
2584	-1.17	-0.556	1.0
5171	0.0973	-1.33	-1.0
4518	0.466	0.281	1.0
4131	1.36	-0.41200000000000003	-1.0
4932	0.981	0.532	-1.0
4457	-0.52	1.35	-1.0
4329	-1.06	-1.54	-1.0
4272	-0.0476	-1.24	-1.0
2274	0.9740000000000001	-0.951	1.0
331	-1.13	0.6	-1.0
56	0.536	0.9209999999999999	-1.0
5025	0.276	0.397	1.0
410	1.37	-0.331	1.0
2743	1.46	-1.32	1.0
22	1.16	-0.45799999999999996	1.0
3968	-1.15	-0.659	1.0
1422	-2.01	-1.85	1.0
3940	0.955	0.142	1.0
2933	0.326	1.45	-1.0
1877	-0.298	-0.243	1.0
262	-0.574	1.32	-1.0
5072	0.198	-1.19	-1.0
4991	-0.377	-0.617	1.0
349	1.71	0.0217	-1.0
3348	-0.7240000000000001	-0.973	-1.0
1050	-0.33399999999999996	0.18	1.0
3861	-1.13	0.654	-1.0
769	0.934	0.258	1.0
24	-0.77	0.364	1.0
345	-0.337	-1.45	-1.0
1061	1.76	1.33	1.0
1766	0.247	-0.96	-1.0
3689	1.21	-0.873	1.0
190	-0.0987	0.966	1.0
4122	0.429	1.94	1.0
5083	0.0968	-0.225	1.0
943	-1.13	0.193	1.0
951	0.639	1.2	-1.0
2564	-0.285	1.39	-1.0
489	-1.46	0.0829	1.0
4882	-0.9359999999999999	1.81	-1.0
86	0.767	-0.248	1.0
4718	1.19	0.289	-1.0
3102	0.8109999999999999	-1.65	1.0
5089	0.298	0.509	1.0
2079	0.11900000000000001	-1.28	-1.0
1743	-0.42200000000000004	-0.24100000000000002	1.0
1142	-0.629	-0.11800000000000001	1.0
1229	-0.0531	-1.26	-1.0
3575	-1.04	0.937	-1.0
1841	-0.337	0.5589999999999999	1.0
3081	0.847	-0.61	1.0
3407	0.9940000000000001	0.0734	-1.0
1080	0.418	-1.12	-1.0
3347	-0.7040000000000001	1.46	-1.0
2898	0.5920000000000001	0.235	1.0
4200	0.192	1.94	1.0
1036	-1.32	-0.40299999999999997	1.0
4320	-0.304	1.5	-1.0
5126	-1.13	-0.0634	1.0
3760	1.01	0.865	-1.0
3304	0.171	2.11	1.0
3868	-0.39	-1.01	-1.0
1034	0.21100000000000002	-1.28	-1.0
3664	-0.21	0.171	1.0
1201	0.0652	-0.7659999999999999	-1.0
4606	1.12	0.8220000000000001	-1.0
721	-1.11	0.655	1.0
3832	0.221	0.147	1.0
3891	-0.218	-0.882	-1.0
3214	-0.0143	1.55	-1.0
4801	-0.17	-0.34600000000000003	1.0
4486	0.732	0.493	-1.0
3300	-1.58	0.272	-1.0
3189	-1.07	0.256	1.0
3251	-0.142	0.231	1.0
258	0.72	0.9890000000000001	-1.0
2389	1.32	-0.616	1.0
3667	-1.52	0.24600000000000002	1.0
3984	1.04	0.0909	1.0
3585	1.35	-0.177	-1.0
1296	-0.532	-0.179	1.0
2113	-1.72	-0.41	1.0
57	0.315	-0.182	1.0
2788	1.28	-0.341	1.0
4630	0.41700000000000004	-1.28	-1.0
3151	1.03	0.252	1.0
4308	-1.35	-0.57	1.0
3393	1.48	1.01	1.0
4885	0.469	1.91	-1.0
1317	-1.81	-0.643	1.0
3372	-0.899	0.0621	1.0
1626	0.746	0.441	-1.0
4865	-0.20800000000000002	-0.6459999999999999	1.0
